subject,sentence,context,sentence_length,maxF0,meanF0,F1,F2,F3,keyword,last_word_len
subj23_shorten_mono,all the moms didn't allow eyeliner,not > all,1909.281,305.8357629,191.5753209,792.787952,1360.280371,2590.267893,eyeliner,533.512
subj23_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,1995.741,278.5898487,219.6710313,602.0983058,1212.815345,2957.804992,musical ,733.579
subj23_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2054.641,233.4078615,191.9708494,684.8008361,1741.891925,2582.203869,musical ,654.969
subj23_shorten_mono,all the woollining wasn't worn,not > all,1646.121,271.4914294,214.2629649,611.4388397,2305.347222,2951.163558,wool,478.836
subj23_shorten_mono,all the woollining wasn't worn,all > not,1642.536,269.2833018,203.1791148,661.107014,2166.302593,2862.556857,wool,480.579
subj23_shorten_mono,Liam doesn't know many alumni,not > most/many,1656.366,312.804861,211.6077257,747.5106961,2030.154758,3175.563425,alumnus,660.971
subj23_shorten_mono,Liam doesn't know many alumni,most/many > not,1675.982,257.7348082,215.417752,563.6818842,1707.070176,2723.828525,alumnus,616.677
subj23_shorten_mono,all the magnolias won't bloom,not > all,1586.623,231.8747936,192.6965148,618.6087392,2170.693925,2921.869269,magnolia,333.499
subj23_shorten_mono,all the magnolias won't bloom,all > not,1489.199,288.3406362,215.8688933,495.1926522,1854.234922,3038.05014,magnolia,403.174
subj24_shorten_mono,all the moms didn't allow eyeliner,all > not,2013.946,324.770585,211.8531754,843.4778733,1808.276587,3047.440691,eyeliner,500.004
subj24_shorten_mono,all the moms didn't allow eyeliner,not > all,2195.156,351.2010039,253.3123201,535.146505,1959.56412,3156.423481,eyeliner,619.043
subj24_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2541.157,409.8239987,244.6775865,429.1212927,1572.122778,2833.873537,musical ,849.695
subj24_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2099.901,370.7877391,238.2902913,403.890712,2442.785176,2551.97306,musical ,767.114
subj24_shorten_mono,all the woollining wasn't worn,not > all,2039.267,370.1210963,249.1388631,436.5037452,1528.707198,2904.52225,wool,509.8
subj24_shorten_mono,all the woollining wasn't worn,all > not,1847.513,422.8315428,243.3200173,528.0377382,1518.313466,2983.272114,wool,441.167
subj24_shorten_mono,Liam doesn't know many alumni,not > most/many,1996.842,410.2713149,223.0370983,406.4716268,1586.219323,2436.502162,alumnus,631.492
subj24_shorten_mono,Liam doesn't know many alumni,most/many > not,1969.796,409.3913279,241.3373738,915.1693186,995.0780985,2995.003356,alumnus,623.792
subj24_shorten_mono,all the magnolias won't bloom,not > all,1622.892,354.6886102,252.4071768,475.211942,2587.990725,3263.280113,magnolia,370.212
subj24_shorten_mono,all the magnolias won't bloom,all > not,1812.444,420.1256188,209.8504242,511.1931926,2665.863809,3181.945448,magnolia,446.862
subj25_shorten_mono,all the moms didn't allow eyeliner,all > not,2274.635,217.5051421,140.6507576,609.1356912,1708.559532,2959.612189,eyeliner,713.286
subj25_shorten_mono,all the moms didn't allow eyeliner,not > all,2026.406,259.9946788,118.0303401,418.5799463,1698.634138,2691.562305,eyeliner,636.171
subj25_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2374.874,217.1734844,151.4654348,581.2096298,1721.429535,2598.368367,musical ,728.175
subj25_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2232.676,183.0040903,137.2532812,609.5776954,1648.573353,2619.372737,musical ,675.074
subj25_shorten_mono,all the woollining wasn't worn,not > all,1931.883,215.301495,148.5304756,550.1445318,1864.77018,2953.924992,wool,428.615
subj25_shorten_mono,all the woollining wasn't worn,all > not,2105.528,267.2080419,174.0955833,602.6361708,1971.860335,2983.60004,wool,500.223
subj25_shorten_mono,Liam doesn't know many alumni,not > most/many,2211.58,208.2056285,128.3375958,557.1832192,1091.611247,3132.783225,alumnus,671.727
subj25_shorten_mono,Liam doesn't know many alumni,most/many > not,1800.621,155.8684165,121.4702384,478.7289813,1022.49671,2637.384168,alumnus,603.443
subj25_shorten_mono,all the magnolias won't bloom,not > all,1988.823,207.3400174,131.6019699,528.8447369,1849.815857,2903.356565,magnolia,464.634
subj25_shorten_mono,all the magnolias won't bloom,all > not,1808.273,214.7633345,118.2445352,575.9938596,1971.261484,2714.102673,magnolia,543.111
subj26_shorten_mono,all the moms didn't allow eyeliner,all > not,2537.489,396.3056275,257.7409345,545.0796495,1660.004501,3081.630716,eyeliner,728.346
subj26_shorten_mono,all the moms didn't allow eyeliner,not > all,2418.93,380.2356233,182.9765403,612.5704313,1885.101017,3062.150117,eyeliner,619.448
subj26_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2576.531,344.738315,223.6403084,849.0405178,1570.063364,2353.571616,musical ,785.488
subj26_shorten_mono,Neil doens't enjoy most musicals,most/many > not,2665.118,338.9962115,226.0410542,629.7694612,1385.493738,2711.335119,musical ,806.155
subj26_shorten_mono,all the woollining wasn't worn,not > all,2363.026,322.8004876,213.5751418,426.4808532,2566.5763,3183.83232,wool,633.988
subj26_shorten_mono,all the woollining wasn'tworn,all > not,2109.348,418.4338423,222.656602,473.776974,1588.013891,2710.224886,wool,544.43
subj26_shorten_mono,Liam doesn't know many alumni,not > most/many,2083.444,322.6988301,203.0232189,645.6558392,1036.621692,2766.962465,alumnus,740.142
subj26_shorten_mono,Liam doesn't know many alumni,most/many > not,1998.896,269.4954612,204.6304881,803.1068687,890.7846377,2948.987093,alumnus,670.642
subj26_shorten_mono,all the magnolias won't bloom,not > all,2115.473,334.8881617,230.125617,442.3003701,1845.882235,2939.865328,magnolia,557.439
subj26_shorten_mono,all the magnolias won't bloom,all > not,2204.836,409.1981236,203.2674633,515.1711541,2084.91687,3095.707829,magnolia,688.237
subj27_shorten_mono,all the moms didn't allow eyeliner,all > not,1950.889,258.0130665,194.6144144,770.3452195,1301.593361,2727.617472,eyeliner,681.105
subj27_shorten_mono,all the moms didn't allow eyeliner,not > all,2011.816,237.4491172,190.6395271,479.9305657,1701.12723,2901.221458,eyeliner,565.91
subj27_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2258.032,264.2846498,213.7822019,418.0170914,1539.547986,2601.452316,musical ,746.134
subj27_shorten_mono,Neil doesn't enjoy most musicals,most/many > not,2262.631,230.1917393,189.3475072,599.6905586,1165.060159,2561.113425,musical ,641.895
subj27_shorten_mono,all the woollining wasn't worn,not > all,1837.71,253.388676,199.7609117,573.6484397,2460.141156,3195.869158,wool,357.156
subj27_shorten_mono,all the woolling wasn't worn,all > not,1801.194,396.143232,217.8054382,550.0798095,2571.418766,3156.024473,wool,441.303
subj27_shorten_mono,Liam doens't know many alumni,not > most/many,1841.933,257.2888423,197.291715,682.7998313,1396.449715,3013.545607,alumnus,498.529
subj27_shorten_mono,Liam doesn't know many alumni,most/many > not,1787.963,233.2017543,184.8648789,758.3226181,1283.226359,2802.304915,alumnus,556.352
subj27_shorten_mono,all the magnolias won't bloom,not > all,1755.313,259.0666996,206.620055,558.9243442,2156.377252,2929.561121,magnolia,317.898
subj27_shorten_mono,all the magnolias won't bloom,all > not,1668.668,249.0150248,199.4697788,444.6533163,2433.158428,2965.100994,magnolia,274.709
subj28_shorten_mono,all the moms didn't allow eyeliner,all > not,1839.722,232.1674244,130.1290113,726.0772647,1523.569544,2909.28858,eyeliner,594.779
subj28_shorten_mono,all the moms didn't allow eyeliner,not > all,1652.166,236.2847335,158.2572325,642.6469206,1254.740285,2721.439243,eyeliner,527.513
subj28_shorten_mono,Neil doesn't enjoy most musicals,not > most/many,2000.647,225.170304,165.9526585,467.6272554,1253.756586,2788.264664,musical ,709.205
subj28_shorten_mono,Neild oens't enjoy most musicals,most/many > not,1850.507,241.0285474,189.4659431,655.8391937,1204.364102,2837.281538,musical ,710.485
subj28_shorten_mono,all the woollining wasn't worn,not > all,1536.184,235.370802,166.7601909,467.3020694,2560.708662,2964.349942,wool,390.901
subj28_shorten_mono,all the woollining wasn't worn,all > not,1526.63,282.2701668,182.825059,496.9563498,1942.319573,2089.263127,wool,381.899
subj28_shorten_mono,Liam doesn't know many alumni,not > most/many,1708.59,263.3681028,166.1962188,726.7641624,2126.108891,2960.022568,alumnus,709.419
subj28_shorten_mono,Liam doesn't know many alumni,most/many > not,1564.019,277.385307,157.0646247,756.2588075,1939.694076,2555.717395,alumnus,623.919
subj28_shorten_mono,all the magnolias won't bloom,not > all,1630.148,354.8930429,137.6864705,477.0357766,1844.193872,2788.819518,magnolia,345.26
subj28_shorten_mono,all the magnolias won't bloom,all > not,1428.72,321.2245473,165.8552948,476.7211127,2245.383762,2789.296772,magnolia,253.615
